path,condition,age_group,source,strata
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-neck-visualdx-6.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-hand-dermis-3.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-56.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-chest-dermnet-2.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-buttocks-visualdx-7.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-ankle-visualdx-4.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-arm-visualdx-19.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-10.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-mouth-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-buttock-gsa-1.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-hand-medscape.jpg,Cellulitis,Adult,cellulitis-adult-hand-medscape.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-7.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-scalp-visualdx.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-abdomen-dermnz.jpg,Cellulitis,Adult,cellulitis-adult-abdomen-dermnz.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-thigh-flickr-2.jpg,Cellulitis,Adult,cellulitis-adult-thigh-flickr-2.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-20.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-31.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-cheek-visualdx-12.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-wrist-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-15.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-15.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-chest-gsa-4.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-23.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-6.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-skin-visualdx-12.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-hand-visualdx-3.jpg,Cellulitis,Adult,cellulitis-adult-hand-visualdx-3.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-chest-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Child/DermAtlas/celllulitis-child-face-dermatlas-1.jpg,Eczema,Child,DermAtlas,Eczema||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-buttock-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-35.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-37.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-13.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-cheek-visualdx-4.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-11.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-neck-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-chest-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-dermnz-7.jpg,Cellulitis,Adult,cellulitis-adult-skin-dermnz-7.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-buttock-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-28.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-scalp-visualdx-5.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-back-visualdx-2.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-buttock-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-flickr-22.jpg,Cellulitis,Adult,cellulitis-adult-leg-flickr-22.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-toe-gsa-4.jpg,Cellulitis,Adult,cellulitis-adult-toe-gsa-4.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-2.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-finger-visualdx-5.jpg,Cellulitis,Adult,cellulitis-adult-finger-visualdx-5.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-rib-visualdx.jpg,Cellulitis,Adult,cellulitis-adult-rib-visualdx.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-37.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-child-hand-gsa-2.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-23.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-scalp-visualdx-3.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-child-foot-gsa-3.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermatlas-9.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermatlas-9.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-knee-visualdx-4.jpg,Cellulitis,Adult,cellulitis-adult-knee-visualdx-4.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-scalp-visualdx-3.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-knee-visualdx-1.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-mouth-visualdx-4.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-cheek-visualdx-2.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-arm-visualdx-12.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-dermnz-1.jpg,Cellulitis,Adult,cellulitis-adult-skin-dermnz-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-22.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-back-visualdx-2.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-medscape-3.jpg,Cellulitis,Adult,cellulitis-adult-eye-medscape-3.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-17.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-visualdx-4.jpg,Cellulitis,Adult,cellulitis-adult-eye-visualdx-4.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-16.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-foot-visualdx-13.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-pcds.jpg,Cellulitis,Adult,cellulitis-adult-skin-pcds.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-9.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/DermIS/dermis-adult-face-dermatlas-1.jpg,Dermatitis,Adult,DermIS,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-back-visualdx-4.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-thigh-visualdx-3.jpg,Cellulitis,Adult,cellulitis-adult-thigh-visualdx-3.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-dermnz-2.jpg,Cellulitis,Adult,cellulitis-adult-skin-dermnz-2.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-30.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-9.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-25.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-8.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-foot-visualdx-1.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-scalp-visualdx-10.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-feet-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-3.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-7.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-7.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-flickr-17.jpg,Cellulitis,Adult,cellulitis-adult-leg-flickr-17.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermatlas-2.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermatlas-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-leg-visualdx-4.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-finger-flickr.jpg,Cellulitis,Adult,celllulitis-adult-finger-flickr.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-scalp-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-cheek-visualdx-6.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-chest-visualdx-4.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-foot-dermnet-4.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-17.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-arm-visualdx-2.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Eczema/Child/Visualdx/eczema-child-thigh-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-leg-visualdx-9.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-10.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-13.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-13.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-9.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermatlas-8.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermatlas-8.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-arm-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-6.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-5.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-12.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Infant/DermAtlas/celllulitis-infant-hand-dermatlas-1.jpg,Eczema,Infant,DermAtlas,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ankle-visualdx-21.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-8.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-eye-visualdx-9.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-dermnz-5.jpg,Cellulitis,Adult,cellulitis-adult-foot-dermnz-5.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-mouth-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-dermnz-5 (SEVERE).jpg,Cellulitis,Adult,cellulitis-adult-skin-dermnz-5 (SEVERE).jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-16.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-16.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-7.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-7.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-buttock-visualdx-5.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-skin-visualdx-10.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-wrist-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-5.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-5.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-15.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-pcds-8.jpg,Cellulitis,Adult,cellulitis-adult-leg-pcds-8.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-buttock-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-thigh-visualdx-1.jpg,Cellulitis,Adult,cellulitis-adult-thigh-visualdx-1.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-43.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-foot-visualdx-10.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-47.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-arm-visualdx-4.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-24.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Infant/Visualdx/ringworm-infant-face-visualdx-1.jpg,Ringworm,Infant,Visualdx,Ringworm||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-7.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-foot-visualdx-9.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-21.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-16.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-10.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-10.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-foot-flickr-7 (SEVERE).jpg,Cellulitis,Adult,celllulitis-adult-foot-flickr-7 (SEVERE).jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-visualdx-12.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-leg-visualdx-4.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-16.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-chest-visualdx-2.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-12.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-4.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-feet-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ankle-visualdx-19.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-scalp-visualdx-5.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-19.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-neck-visualdx-21.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-15.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-chest-visualdx-2.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-7.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-scalp-visualdx-7.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-21.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-thigh-visualdx-1.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-foot-visualdx-6.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-5.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-18.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnetnz-1.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnetnz-1.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-buttock-visualdx-3.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-buttock-visualdx.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-16.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-thigh-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-42.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-chest-visualdx-5.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-leg-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-cheek-visualdx-16.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-arm-visualdx-3.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-skin-visualdx-7.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-27.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-9.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-16.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-cheek-visualdx-14.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-17.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-17.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-8.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-11.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-11.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-fingers-visualdx-1.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-stomach-webMD.jpg,Cellulitis,Adult,cellulitis-adult-stomach-webMD.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-6.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-pcds-5.jpg,Cellulitis,Adult,cellulitis-adult-scalp-pcds-5.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-chest-visualdx-1.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-hand-visualdx-8.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-dermnz-4.jpg,Cellulitis,Adult,cellulitis-adult-scalp-dermnz-4.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-chest-visualdx-3.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-wrist-visualdx-9.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-41.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-shin-visualdx-1.jpg,Cellulitis,Adult,cellulitis-adult-shin-visualdx-1.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-buttock-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-face-visualdx-8.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-leg-visualdx-13.jpg,Eczema,Child,Visualdx,Eczema||Child
